trace_index,trace_id,tasks,num_transforms,chunk_tokens,total_edges,max_count,actual_work_size,static_max_capacity,static_capacity_actual_ratio,selected_capacity,class_capacity_actual_ratio,class_overflowed
1414,dolly_plen64_gen64_gpu1_sample_None_call_00001414_builder_0,1,2,32,95,95,6,6,1.0,8,1.3333333333333333,0
1415,dolly_plen64_gen64_gpu1_sample_None_call_00001415_builder_0,1,2,32,96,96,6,6,1.0,8,1.3333333333333333,0
1416,dolly_plen64_gen64_gpu1_sample_None_call_00001416_builder_0,1,2,32,97,97,8,8,1.0,8,1.0,0
1417,dolly_plen64_gen64_gpu1_sample_None_call_00001417_builder_0,1,2,32,98,98,8,8,1.0,8,1.0,0
1418,dolly_plen64_gen64_gpu1_sample_None_call_00001418_builder_0,1,2,32,99,99,8,8,1.0,8,1.0,0
1419,dolly_plen64_gen64_gpu1_sample_None_call_00001419_builder_0,1,2,32,100,100,8,8,1.0,8,1.0,0
1420,dolly_plen64_gen64_gpu1_sample_None_call_00001420_builder_0,1,2,32,101,101,8,8,1.0,8,1.0,0
1421,dolly_plen64_gen64_gpu1_sample_None_call_00001421_builder_0,1,2,32,102,102,8,8,1.0,8,1.0,0
1422,dolly_plen64_gen64_gpu1_sample_None_call_00001422_builder_0,1,2,32,103,103,8,8,1.0,8,1.0,0
1423,dolly_plen64_gen64_gpu1_sample_None_call_00001423_builder_0,1,2,32,104,104,8,8,1.0,8,1.0,0
1424,dolly_plen64_gen64_gpu1_sample_None_call_00001424_builder_0,1,2,32,105,105,8,8,1.0,8,1.0,0
1425,dolly_plen64_gen64_gpu1_sample_None_call_00001425_builder_0,1,2,32,106,106,8,8,1.0,8,1.0,0
1426,dolly_plen64_gen64_gpu1_sample_None_call_00001426_builder_0,1,2,32,107,107,8,8,1.0,8,1.0,0
1427,dolly_plen64_gen64_gpu1_sample_None_call_00001427_builder_0,1,2,32,108,108,8,8,1.0,8,1.0,0
1428,dolly_plen64_gen64_gpu1_sample_None_call_00001428_builder_0,1,2,32,109,109,8,8,1.0,8,1.0,0
1429,dolly_plen64_gen64_gpu1_sample_None_call_00001429_builder_0,1,2,32,110,110,8,8,1.0,8,1.0,0
1430,dolly_plen64_gen64_gpu1_sample_None_call_00001430_builder_0,1,2,32,111,111,8,8,1.0,8,1.0,0
1431,dolly_plen64_gen64_gpu1_sample_None_call_00001431_builder_0,1,2,32,112,112,8,8,1.0,8,1.0,0
1432,dolly_plen64_gen64_gpu1_sample_None_call_00001432_builder_0,1,2,32,113,113,8,8,1.0,8,1.0,0
1433,dolly_plen64_gen64_gpu1_sample_None_call_00001433_builder_0,1,2,32,114,114,8,8,1.0,8,1.0,0
1434,dolly_plen64_gen64_gpu1_sample_None_call_00001434_builder_0,1,2,32,115,115,8,8,1.0,8,1.0,0
1435,dolly_plen64_gen64_gpu1_sample_None_call_00001435_builder_0,1,2,32,116,116,8,8,1.0,8,1.0,0
1436,dolly_plen64_gen64_gpu1_sample_None_call_00001436_builder_0,1,2,32,117,117,8,8,1.0,8,1.0,0
1437,dolly_plen64_gen64_gpu1_sample_None_call_00001437_builder_0,1,2,32,118,118,8,8,1.0,8,1.0,0
1438,dolly_plen64_gen64_gpu1_sample_None_call_00001438_builder_0,1,2,32,119,119,8,8,1.0,8,1.0,0
1439,dolly_plen64_gen64_gpu1_sample_None_call_00001439_builder_0,1,2,32,120,120,8,8,1.0,8,1.0,0
1440,dolly_plen64_gen64_gpu1_sample_None_call_00001440_builder_0,1,2,32,121,121,8,8,1.0,8,1.0,0
1441,dolly_plen64_gen64_gpu1_sample_None_call_00001441_builder_0,1,2,32,122,122,8,8,1.0,8,1.0,0
1442,dolly_plen64_gen64_gpu1_sample_None_call_00001442_builder_0,1,2,32,123,123,8,8,1.0,8,1.0,0
1443,dolly_plen64_gen64_gpu1_sample_None_call_00001443_builder_0,1,2,32,124,124,8,8,1.0,8,1.0,0
1444,dolly_plen64_gen64_gpu1_sample_None_call_00001444_builder_0,1,2,32,125,125,8,8,1.0,8,1.0,0
1445,dolly_plen64_gen64_gpu1_sample_None_call_00001445_builder_0,1,2,32,126,126,8,8,1.0,8,1.0,0
1446,dolly_plen64_gen64_gpu1_sample_None_call_00001446_builder_0,1,2,32,127,127,8,8,1.0,8,1.0,0
1447,dolly_plen64_gen64_gpu1_sample_None_call_00001447_builder_0,1,2,32,65,65,6,6,1.0,8,1.3333333333333333,0
1448,dolly_plen64_gen64_gpu1_sample_None_call_00001448_builder_0,1,2,32,66,66,6,6,1.0,8,1.3333333333333333,0
1449,dolly_plen64_gen64_gpu1_sample_None_call_00001449_builder_0,1,2,32,67,67,6,6,1.0,8,1.3333333333333333,0
1450,dolly_plen64_gen64_gpu1_sample_None_call_00001450_builder_0,1,2,32,68,68,6,6,1.0,8,1.3333333333333333,0
1451,dolly_plen64_gen64_gpu1_sample_None_call_00001451_builder_0,1,2,32,69,69,6,6,1.0,8,1.3333333333333333,0
1452,dolly_plen64_gen64_gpu1_sample_None_call_00001452_builder_0,1,2,32,70,70,6,6,1.0,8,1.3333333333333333,0
1453,dolly_plen64_gen64_gpu1_sample_None_call_00001453_builder_0,1,2,32,71,71,6,6,1.0,8,1.3333333333333333,0
1454,dolly_plen64_gen64_gpu1_sample_None_call_00001454_builder_0,1,2,32,72,72,6,6,1.0,8,1.3333333333333333,0
1455,dolly_plen64_gen64_gpu1_sample_None_call_00001455_builder_0,1,2,32,73,73,6,6,1.0,8,1.3333333333333333,0
1456,dolly_plen64_gen64_gpu1_sample_None_call_00001456_builder_0,1,2,32,74,74,6,6,1.0,8,1.3333333333333333,0
1457,dolly_plen64_gen64_gpu1_sample_None_call_00001457_builder_0,1,2,32,75,75,6,6,1.0,8,1.3333333333333333,0
1458,dolly_plen64_gen64_gpu1_sample_None_call_00001458_builder_0,1,2,32,76,76,6,6,1.0,8,1.3333333333333333,0
1459,dolly_plen64_gen64_gpu1_sample_None_call_00001459_builder_0,1,2,32,77,77,6,6,1.0,8,1.3333333333333333,0
1460,dolly_plen64_gen64_gpu1_sample_None_call_00001460_builder_0,1,2,32,78,78,6,6,1.0,8,1.3333333333333333,0
1461,dolly_plen64_gen64_gpu1_sample_None_call_00001461_builder_0,1,2,32,79,79,6,6,1.0,8,1.3333333333333333,0
1462,dolly_plen64_gen64_gpu1_sample_None_call_00001462_builder_0,1,2,32,80,80,6,6,1.0,8,1.3333333333333333,0
1463,dolly_plen64_gen64_gpu1_sample_None_call_00001463_builder_0,1,2,32,81,81,6,6,1.0,8,1.3333333333333333,0
1464,dolly_plen64_gen64_gpu1_sample_None_call_00001464_builder_0,1,2,32,82,82,6,6,1.0,8,1.3333333333333333,0
1465,dolly_plen64_gen64_gpu1_sample_None_call_00001465_builder_0,1,2,32,83,83,6,6,1.0,8,1.3333333333333333,0
1466,dolly_plen64_gen64_gpu1_sample_None_call_00001466_builder_0,1,2,32,84,84,6,6,1.0,8,1.3333333333333333,0
1467,dolly_plen64_gen64_gpu1_sample_None_call_00001467_builder_0,1,2,32,85,85,6,6,1.0,8,1.3333333333333333,0
1468,dolly_plen64_gen64_gpu1_sample_None_call_00001468_builder_0,1,2,32,86,86,6,6,1.0,8,1.3333333333333333,0
1469,dolly_plen64_gen64_gpu1_sample_None_call_00001469_builder_0,1,2,32,87,87,6,6,1.0,8,1.3333333333333333,0
1470,dolly_plen64_gen64_gpu1_sample_None_call_00001470_builder_0,1,2,32,88,88,6,6,1.0,8,1.3333333333333333,0
1471,dolly_plen64_gen64_gpu1_sample_None_call_00001471_builder_0,1,2,32,89,89,6,6,1.0,8,1.3333333333333333,0
1472,dolly_plen64_gen64_gpu1_sample_None_call_00001472_builder_0,1,2,32,90,90,6,6,1.0,8,1.3333333333333333,0
1473,dolly_plen64_gen64_gpu1_sample_None_call_00001473_builder_0,1,2,32,91,91,6,6,1.0,8,1.3333333333333333,0
1474,dolly_plen64_gen64_gpu1_sample_None_call_00001474_builder_0,1,2,32,92,92,6,6,1.0,8,1.3333333333333333,0
1475,dolly_plen64_gen64_gpu1_sample_None_call_00001475_builder_0,1,2,32,93,93,6,6,1.0,8,1.3333333333333333,0
1476,dolly_plen64_gen64_gpu1_sample_None_call_00001476_builder_0,1,2,32,94,94,6,6,1.0,8,1.3333333333333333,0
1477,dolly_plen64_gen64_gpu1_sample_None_call_00001477_builder_0,1,2,32,95,95,6,6,1.0,8,1.3333333333333333,0
1478,dolly_plen64_gen64_gpu1_sample_None_call_00001478_builder_0,1,2,32,96,96,6,6,1.0,8,1.3333333333333333,0
1479,dolly_plen64_gen64_gpu1_sample_None_call_00001479_builder_0,1,2,32,97,97,8,8,1.0,8,1.0,0
1480,dolly_plen64_gen64_gpu1_sample_None_call_00001480_builder_0,1,2,32,98,98,8,8,1.0,8,1.0,0
1481,dolly_plen64_gen64_gpu1_sample_None_call_00001481_builder_0,1,2,32,99,99,8,8,1.0,8,1.0,0
1482,dolly_plen64_gen64_gpu1_sample_None_call_00001482_builder_0,1,2,32,100,100,8,8,1.0,8,1.0,0
1483,dolly_plen64_gen64_gpu1_sample_None_call_00001483_builder_0,1,2,32,101,101,8,8,1.0,8,1.0,0
1484,dolly_plen64_gen64_gpu1_sample_None_call_00001484_builder_0,1,2,32,102,102,8,8,1.0,8,1.0,0
1485,dolly_plen64_gen64_gpu1_sample_None_call_00001485_builder_0,1,2,32,103,103,8,8,1.0,8,1.0,0
1486,dolly_plen64_gen64_gpu1_sample_None_call_00001486_builder_0,1,2,32,104,104,8,8,1.0,8,1.0,0
1487,dolly_plen64_gen64_gpu1_sample_None_call_00001487_builder_0,1,2,32,105,105,8,8,1.0,8,1.0,0
1488,dolly_plen64_gen64_gpu1_sample_None_call_00001488_builder_0,1,2,32,106,106,8,8,1.0,8,1.0,0
1489,dolly_plen64_gen64_gpu1_sample_None_call_00001489_builder_0,1,2,32,107,107,8,8,1.0,8,1.0,0
1490,dolly_plen64_gen64_gpu1_sample_None_call_00001490_builder_0,1,2,32,108,108,8,8,1.0,8,1.0,0
1491,dolly_plen64_gen64_gpu1_sample_None_call_00001491_builder_0,1,2,32,109,109,8,8,1.0,8,1.0,0
1492,dolly_plen64_gen64_gpu1_sample_None_call_00001492_builder_0,1,2,32,110,110,8,8,1.0,8,1.0,0
1493,dolly_plen64_gen64_gpu1_sample_None_call_00001493_builder_0,1,2,32,111,111,8,8,1.0,8,1.0,0
1494,dolly_plen64_gen64_gpu1_sample_None_call_00001494_builder_0,1,2,32,112,112,8,8,1.0,8,1.0,0
1495,dolly_plen64_gen64_gpu1_sample_None_call_00001495_builder_0,1,2,32,113,113,8,8,1.0,8,1.0,0
1496,dolly_plen64_gen64_gpu1_sample_None_call_00001496_builder_0,1,2,32,114,114,8,8,1.0,8,1.0,0
1497,dolly_plen64_gen64_gpu1_sample_None_call_00001497_builder_0,1,2,32,115,115,8,8,1.0,8,1.0,0
1498,dolly_plen64_gen64_gpu1_sample_None_call_00001498_builder_0,1,2,32,116,116,8,8,1.0,8,1.0,0
1499,dolly_plen64_gen64_gpu1_sample_None_call_00001499_builder_0,1,2,32,117,117,8,8,1.0,8,1.0,0
1500,dolly_plen64_gen64_gpu1_sample_None_call_00001500_builder_0,1,2,32,118,118,8,8,1.0,8,1.0,0
1501,dolly_plen64_gen64_gpu1_sample_None_call_00001501_builder_0,1,2,32,119,119,8,8,1.0,8,1.0,0
1502,dolly_plen64_gen64_gpu1_sample_None_call_00001502_builder_0,1,2,32,120,120,8,8,1.0,8,1.0,0
1503,dolly_plen64_gen64_gpu1_sample_None_call_00001503_builder_0,1,2,32,121,121,8,8,1.0,8,1.0,0
1504,dolly_plen64_gen64_gpu1_sample_None_call_00001504_builder_0,1,2,32,122,122,8,8,1.0,8,1.0,0
1505,dolly_plen64_gen64_gpu1_sample_None_call_00001505_builder_0,1,2,32,123,123,8,8,1.0,8,1.0,0
1506,dolly_plen64_gen64_gpu1_sample_None_call_00001506_builder_0,1,2,32,124,124,8,8,1.0,8,1.0,0
1507,dolly_plen64_gen64_gpu1_sample_None_call_00001507_builder_0,1,2,32,125,125,8,8,1.0,8,1.0,0
1508,dolly_plen64_gen64_gpu1_sample_None_call_00001508_builder_0,1,2,32,126,126,8,8,1.0,8,1.0,0
1509,dolly_plen64_gen64_gpu1_sample_None_call_00001509_builder_0,1,2,32,127,127,8,8,1.0,8,1.0,0
1510,dolly_plen64_gen64_gpu1_sample_None_call_00001510_builder_0,1,2,32,65,65,6,6,1.0,8,1.3333333333333333,0
1511,dolly_plen64_gen64_gpu1_sample_None_call_00001511_builder_0,1,2,32,66,66,6,6,1.0,8,1.3333333333333333,0
1512,dolly_plen64_gen64_gpu1_sample_None_call_00001512_builder_0,1,2,32,67,67,6,6,1.0,8,1.3333333333333333,0
1513,dolly_plen64_gen64_gpu1_sample_None_call_00001513_builder_0,1,2,32,68,68,6,6,1.0,8,1.3333333333333333,0
1514,dolly_plen64_gen64_gpu1_sample_None_call_00001514_builder_0,1,2,32,69,69,6,6,1.0,8,1.3333333333333333,0
1515,dolly_plen64_gen64_gpu1_sample_None_call_00001515_builder_0,1,2,32,70,70,6,6,1.0,8,1.3333333333333333,0
1516,dolly_plen64_gen64_gpu1_sample_None_call_00001516_builder_0,1,2,32,71,71,6,6,1.0,8,1.3333333333333333,0
1517,dolly_plen64_gen64_gpu1_sample_None_call_00001517_builder_0,1,2,32,72,72,6,6,1.0,8,1.3333333333333333,0
1518,dolly_plen64_gen64_gpu1_sample_None_call_00001518_builder_0,1,2,32,73,73,6,6,1.0,8,1.3333333333333333,0
1519,dolly_plen64_gen64_gpu1_sample_None_call_00001519_builder_0,1,2,32,74,74,6,6,1.0,8,1.3333333333333333,0
1520,dolly_plen64_gen64_gpu1_sample_None_call_00001520_builder_0,1,2,32,75,75,6,6,1.0,8,1.3333333333333333,0
1521,dolly_plen64_gen64_gpu1_sample_None_call_00001521_builder_0,1,2,32,76,76,6,6,1.0,8,1.3333333333333333,0
1522,dolly_plen64_gen64_gpu1_sample_None_call_00001522_builder_0,1,2,32,77,77,6,6,1.0,8,1.3333333333333333,0
1523,dolly_plen64_gen64_gpu1_sample_None_call_00001523_builder_0,1,2,32,78,78,6,6,1.0,8,1.3333333333333333,0
1524,dolly_plen64_gen64_gpu1_sample_None_call_00001524_builder_0,1,2,32,79,79,6,6,1.0,8,1.3333333333333333,0
1525,dolly_plen64_gen64_gpu1_sample_None_call_00001525_builder_0,1,2,32,80,80,6,6,1.0,8,1.3333333333333333,0
1526,dolly_plen64_gen64_gpu1_sample_None_call_00001526_builder_0,1,2,32,81,81,6,6,1.0,8,1.3333333333333333,0
1527,dolly_plen64_gen64_gpu1_sample_None_call_00001527_builder_0,1,2,32,82,82,6,6,1.0,8,1.3333333333333333,0
1528,dolly_plen64_gen64_gpu1_sample_None_call_00001528_builder_0,1,2,32,83,83,6,6,1.0,8,1.3333333333333333,0
1529,dolly_plen64_gen64_gpu1_sample_None_call_00001529_builder_0,1,2,32,84,84,6,6,1.0,8,1.3333333333333333,0
1530,dolly_plen64_gen64_gpu1_sample_None_call_00001530_builder_0,1,2,32,85,85,6,6,1.0,8,1.3333333333333333,0
1531,dolly_plen64_gen64_gpu1_sample_None_call_00001531_builder_0,1,2,32,86,86,6,6,1.0,8,1.3333333333333333,0
1532,dolly_plen64_gen64_gpu1_sample_None_call_00001532_builder_0,1,2,32,87,87,6,6,1.0,8,1.3333333333333333,0
1533,dolly_plen64_gen64_gpu1_sample_None_call_00001533_builder_0,1,2,32,88,88,6,6,1.0,8,1.3333333333333333,0
1534,dolly_plen64_gen64_gpu1_sample_None_call_00001534_builder_0,1,2,32,89,89,6,6,1.0,8,1.3333333333333333,0
1535,dolly_plen64_gen64_gpu1_sample_None_call_00001535_builder_0,1,2,32,90,90,6,6,1.0,8,1.3333333333333333,0
1536,dolly_plen64_gen64_gpu1_sample_None_call_00001536_builder_0,1,2,32,91,91,6,6,1.0,8,1.3333333333333333,0
1537,dolly_plen64_gen64_gpu1_sample_None_call_00001537_builder_0,1,2,32,92,92,6,6,1.0,8,1.3333333333333333,0
1538,dolly_plen64_gen64_gpu1_sample_None_call_00001538_builder_0,1,2,32,93,93,6,6,1.0,8,1.3333333333333333,0
1539,dolly_plen64_gen64_gpu1_sample_None_call_00001539_builder_0,1,2,32,94,94,6,6,1.0,8,1.3333333333333333,0
1540,dolly_plen64_gen64_gpu1_sample_None_call_00001540_builder_0,1,2,32,95,95,6,6,1.0,8,1.3333333333333333,0
1541,dolly_plen64_gen64_gpu1_sample_None_call_00001541_builder_0,1,2,32,96,96,6,6,1.0,8,1.3333333333333333,0
1542,dolly_plen64_gen64_gpu1_sample_None_call_00001542_builder_0,1,2,32,97,97,8,8,1.0,8,1.0,0
1543,dolly_plen64_gen64_gpu1_sample_None_call_00001543_builder_0,1,2,32,98,98,8,8,1.0,8,1.0,0
1544,dolly_plen64_gen64_gpu1_sample_None_call_00001544_builder_0,1,2,32,99,99,8,8,1.0,8,1.0,0
1545,dolly_plen64_gen64_gpu1_sample_None_call_00001545_builder_0,1,2,32,100,100,8,8,1.0,8,1.0,0
1546,dolly_plen64_gen64_gpu1_sample_None_call_00001546_builder_0,1,2,32,101,101,8,8,1.0,8,1.0,0
1547,dolly_plen64_gen64_gpu1_sample_None_call_00001547_builder_0,1,2,32,102,102,8,8,1.0,8,1.0,0
1548,dolly_plen64_gen64_gpu1_sample_None_call_00001548_builder_0,1,2,32,103,103,8,8,1.0,8,1.0,0
1549,dolly_plen64_gen64_gpu1_sample_None_call_00001549_builder_0,1,2,32,104,104,8,8,1.0,8,1.0,0
1550,dolly_plen64_gen64_gpu1_sample_None_call_00001550_builder_0,1,2,32,105,105,8,8,1.0,8,1.0,0
1551,dolly_plen64_gen64_gpu1_sample_None_call_00001551_builder_0,1,2,32,106,106,8,8,1.0,8,1.0,0
1552,dolly_plen64_gen64_gpu1_sample_None_call_00001552_builder_0,1,2,32,107,107,8,8,1.0,8,1.0,0
1553,dolly_plen64_gen64_gpu1_sample_None_call_00001553_builder_0,1,2,32,108,108,8,8,1.0,8,1.0,0
1554,dolly_plen64_gen64_gpu1_sample_None_call_00001554_builder_0,1,2,32,109,109,8,8,1.0,8,1.0,0
1555,dolly_plen64_gen64_gpu1_sample_None_call_00001555_builder_0,1,2,32,110,110,8,8,1.0,8,1.0,0
1556,dolly_plen64_gen64_gpu1_sample_None_call_00001556_builder_0,1,2,32,111,111,8,8,1.0,8,1.0,0
1557,dolly_plen64_gen64_gpu1_sample_None_call_00001557_builder_0,1,2,32,112,112,8,8,1.0,8,1.0,0
1558,dolly_plen64_gen64_gpu1_sample_None_call_00001558_builder_0,1,2,32,113,113,8,8,1.0,8,1.0,0
1559,dolly_plen64_gen64_gpu1_sample_None_call_00001559_builder_0,1,2,32,114,114,8,8,1.0,8,1.0,0
1560,dolly_plen64_gen64_gpu1_sample_None_call_00001560_builder_0,1,2,32,115,115,8,8,1.0,8,1.0,0
1561,dolly_plen64_gen64_gpu1_sample_None_call_00001561_builder_0,1,2,32,116,116,8,8,1.0,8,1.0,0
1562,dolly_plen64_gen64_gpu1_sample_None_call_00001562_builder_0,1,2,32,117,117,8,8,1.0,8,1.0,0
1563,dolly_plen64_gen64_gpu1_sample_None_call_00001563_builder_0,1,2,32,118,118,8,8,1.0,8,1.0,0
1564,dolly_plen64_gen64_gpu1_sample_None_call_00001564_builder_0,1,2,32,119,119,8,8,1.0,8,1.0,0
1565,dolly_plen64_gen64_gpu1_sample_None_call_00001565_builder_0,1,2,32,120,120,8,8,1.0,8,1.0,0
1566,dolly_plen64_gen64_gpu1_sample_None_call_00001566_builder_0,1,2,32,121,121,8,8,1.0,8,1.0,0
1567,dolly_plen64_gen64_gpu1_sample_None_call_00001567_builder_0,1,2,32,122,122,8,8,1.0,8,1.0,0
1568,dolly_plen64_gen64_gpu1_sample_None_call_00001568_builder_0,1,2,32,123,123,8,8,1.0,8,1.0,0
1569,dolly_plen64_gen64_gpu1_sample_None_call_00001569_builder_0,1,2,32,124,124,8,8,1.0,8,1.0,0
1570,dolly_plen64_gen64_gpu1_sample_None_call_00001570_builder_0,1,2,32,125,125,8,8,1.0,8,1.0,0
1571,dolly_plen64_gen64_gpu1_sample_None_call_00001571_builder_0,1,2,32,126,126,8,8,1.0,8,1.0,0
1572,dolly_plen64_gen64_gpu1_sample_None_call_00001572_builder_0,1,2,32,127,127,8,8,1.0,8,1.0,0
1573,dolly_plen64_gen64_gpu1_sample_None_call_00001573_builder_0,1,2,32,65,65,6,6,1.0,8,1.3333333333333333,0
1574,dolly_plen64_gen64_gpu1_sample_None_call_00001574_builder_0,1,2,32,66,66,6,6,1.0,8,1.3333333333333333,0
1575,dolly_plen64_gen64_gpu1_sample_None_call_00001575_builder_0,1,2,32,67,67,6,6,1.0,8,1.3333333333333333,0
1576,dolly_plen64_gen64_gpu1_sample_None_call_00001576_builder_0,1,2,32,68,68,6,6,1.0,8,1.3333333333333333,0
1577,dolly_plen64_gen64_gpu1_sample_None_call_00001577_builder_0,1,2,32,69,69,6,6,1.0,8,1.3333333333333333,0
1578,dolly_plen64_gen64_gpu1_sample_None_call_00001578_builder_0,1,2,32,70,70,6,6,1.0,8,1.3333333333333333,0
1579,dolly_plen64_gen64_gpu1_sample_None_call_00001579_builder_0,1,2,32,71,71,6,6,1.0,8,1.3333333333333333,0
1580,dolly_plen64_gen64_gpu1_sample_None_call_00001580_builder_0,1,2,32,72,72,6,6,1.0,8,1.3333333333333333,0
1581,dolly_plen64_gen64_gpu1_sample_None_call_00001581_builder_0,1,2,32,73,73,6,6,1.0,8,1.3333333333333333,0
1582,dolly_plen64_gen64_gpu1_sample_None_call_00001582_builder_0,1,2,32,74,74,6,6,1.0,8,1.3333333333333333,0
1583,dolly_plen64_gen64_gpu1_sample_None_call_00001583_builder_0,1,2,32,75,75,6,6,1.0,8,1.3333333333333333,0
1584,dolly_plen64_gen64_gpu1_sample_None_call_00001584_builder_0,1,2,32,76,76,6,6,1.0,8,1.3333333333333333,0
1585,dolly_plen64_gen64_gpu1_sample_None_call_00001585_builder_0,1,2,32,77,77,6,6,1.0,8,1.3333333333333333,0
1586,dolly_plen64_gen64_gpu1_sample_None_call_00001586_builder_0,1,2,32,78,78,6,6,1.0,8,1.3333333333333333,0
1587,dolly_plen64_gen64_gpu1_sample_None_call_00001587_builder_0,1,2,32,79,79,6,6,1.0,8,1.3333333333333333,0
1588,dolly_plen64_gen64_gpu1_sample_None_call_00001588_builder_0,1,2,32,80,80,6,6,1.0,8,1.3333333333333333,0
1589,dolly_plen64_gen64_gpu1_sample_None_call_00001589_builder_0,1,2,32,81,81,6,6,1.0,8,1.3333333333333333,0
1590,dolly_plen64_gen64_gpu1_sample_None_call_00001590_builder_0,1,2,32,82,82,6,6,1.0,8,1.3333333333333333,0
1591,dolly_plen64_gen64_gpu1_sample_None_call_00001591_builder_0,1,2,32,83,83,6,6,1.0,8,1.3333333333333333,0
1592,dolly_plen64_gen64_gpu1_sample_None_call_00001592_builder_0,1,2,32,84,84,6,6,1.0,8,1.3333333333333333,0
1593,dolly_plen64_gen64_gpu1_sample_None_call_00001593_builder_0,1,2,32,85,85,6,6,1.0,8,1.3333333333333333,0
1594,dolly_plen64_gen64_gpu1_sample_None_call_00001594_builder_0,1,2,32,86,86,6,6,1.0,8,1.3333333333333333,0
1595,dolly_plen64_gen64_gpu1_sample_None_call_00001595_builder_0,1,2,32,87,87,6,6,1.0,8,1.3333333333333333,0
1596,dolly_plen64_gen64_gpu1_sample_None_call_00001596_builder_0,1,2,32,88,88,6,6,1.0,8,1.3333333333333333,0
1597,dolly_plen64_gen64_gpu1_sample_None_call_00001597_builder_0,1,2,32,89,89,6,6,1.0,8,1.3333333333333333,0
1598,dolly_plen64_gen64_gpu1_sample_None_call_00001598_builder_0,1,2,32,90,90,6,6,1.0,8,1.3333333333333333,0
1599,dolly_plen64_gen64_gpu1_sample_None_call_00001599_builder_0,1,2,32,91,91,6,6,1.0,8,1.3333333333333333,0
1600,dolly_plen64_gen64_gpu1_sample_None_call_00001600_builder_0,1,2,32,92,92,6,6,1.0,8,1.3333333333333333,0
1601,dolly_plen64_gen64_gpu1_sample_None_call_00001601_builder_0,1,2,32,93,93,6,6,1.0,8,1.3333333333333333,0
1602,dolly_plen64_gen64_gpu1_sample_None_call_00001602_builder_0,1,2,32,94,94,6,6,1.0,8,1.3333333333333333,0
1603,dolly_plen64_gen64_gpu1_sample_None_call_00001603_builder_0,1,2,32,95,95,6,6,1.0,8,1.3333333333333333,0
1604,dolly_plen64_gen64_gpu1_sample_None_call_00001604_builder_0,1,2,32,96,96,6,6,1.0,8,1.3333333333333333,0
1605,dolly_plen64_gen64_gpu1_sample_None_call_00001605_builder_0,1,2,32,97,97,8,8,1.0,8,1.0,0
1606,dolly_plen64_gen64_gpu1_sample_None_call_00001606_builder_0,1,2,32,98,98,8,8,1.0,8,1.0,0
1607,dolly_plen64_gen64_gpu1_sample_None_call_00001607_builder_0,1,2,32,99,99,8,8,1.0,8,1.0,0
1608,dolly_plen64_gen64_gpu1_sample_None_call_00001608_builder_0,1,2,32,100,100,8,8,1.0,8,1.0,0
1609,dolly_plen64_gen64_gpu1_sample_None_call_00001609_builder_0,1,2,32,101,101,8,8,1.0,8,1.0,0
1610,dolly_plen64_gen64_gpu1_sample_None_call_00001610_builder_0,1,2,32,102,102,8,8,1.0,8,1.0,0
1611,dolly_plen64_gen64_gpu1_sample_None_call_00001611_builder_0,1,2,32,103,103,8,8,1.0,8,1.0,0
1612,dolly_plen64_gen64_gpu1_sample_None_call_00001612_builder_0,1,2,32,104,104,8,8,1.0,8,1.0,0
1613,dolly_plen64_gen64_gpu1_sample_None_call_00001613_builder_0,1,2,32,105,105,8,8,1.0,8,1.0,0
1614,dolly_plen64_gen64_gpu1_sample_None_call_00001614_builder_0,1,2,32,106,106,8,8,1.0,8,1.0,0
1615,dolly_plen64_gen64_gpu1_sample_None_call_00001615_builder_0,1,2,32,107,107,8,8,1.0,8,1.0,0
1616,dolly_plen64_gen64_gpu1_sample_None_call_00001616_builder_0,1,2,32,108,108,8,8,1.0,8,1.0,0
1617,dolly_plen64_gen64_gpu1_sample_None_call_00001617_builder_0,1,2,32,109,109,8,8,1.0,8,1.0,0
1618,dolly_plen64_gen64_gpu1_sample_None_call_00001618_builder_0,1,2,32,110,110,8,8,1.0,8,1.0,0
1619,dolly_plen64_gen64_gpu1_sample_None_call_00001619_builder_0,1,2,32,111,111,8,8,1.0,8,1.0,0
1620,dolly_plen64_gen64_gpu1_sample_None_call_00001620_builder_0,1,2,32,112,112,8,8,1.0,8,1.0,0
1621,dolly_plen64_gen64_gpu1_sample_None_call_00001621_builder_0,1,2,32,113,113,8,8,1.0,8,1.0,0
1622,dolly_plen64_gen64_gpu1_sample_None_call_00001622_builder_0,1,2,32,114,114,8,8,1.0,8,1.0,0
1623,dolly_plen64_gen64_gpu1_sample_None_call_00001623_builder_0,1,2,32,115,115,8,8,1.0,8,1.0,0
1624,dolly_plen64_gen64_gpu1_sample_None_call_00001624_builder_0,1,2,32,116,116,8,8,1.0,8,1.0,0
1625,dolly_plen64_gen64_gpu1_sample_None_call_00001625_builder_0,1,2,32,117,117,8,8,1.0,8,1.0,0
1626,dolly_plen64_gen64_gpu1_sample_None_call_00001626_builder_0,1,2,32,118,118,8,8,1.0,8,1.0,0
1627,dolly_plen64_gen64_gpu1_sample_None_call_00001627_builder_0,1,2,32,119,119,8,8,1.0,8,1.0,0
1628,dolly_plen64_gen64_gpu1_sample_None_call_00001628_builder_0,1,2,32,120,120,8,8,1.0,8,1.0,0
1629,dolly_plen64_gen64_gpu1_sample_None_call_00001629_builder_0,1,2,32,121,121,8,8,1.0,8,1.0,0
